id,isDefault
800000,0.08268562704324722
800001,1.0
800002,1.0
800003,1.0
800004,1.0
800005,1.1993377402319538e-09
800006,1.0
800007,1.0
800008,1.0
800009,1.0
800010,1.0
800011,1.0
800012,1.0
800013,1.0
800014,1.0
800015,1.0
800016,1.0
800017,1.0
800018,1.0
800019,1.0
800020,1.0
800021,1.0
800022,1.0
800023,1.1819357714770717e-09
800024,1.0
800025,1.0
800026,1.0
800027,1.0
800028,1.0
800029,1.0
800030,1.0
800031,1.0
800032,1.0
800033,1.0
800034,1.0
800035,1.2362331093866522e-18
800036,1.0
800037,0.8910720944404602
800038,1.0
800039,1.0
800040,1.0
800041,1.0
800042,1.0
800043,4.0721059235693247e-07
800044,0.03916699439287186
800045,0.06925748288631439
800046,1.0
800047,0.00013485329691320658
800048,0.0018529165536165237
800049,1.0
800050,1.0
800051,1.0
800052,1.0
800053,1.0
800054,1.0
800055,1.0
800056,1.0
800057,0.0035388374235481024
800058,1.0
800059,1.0
800060,1.0
800061,1.0
800062,1.0
800063,1.0
800064,0.005575281102210283
800065,1.0
800066,1.0
800067,1.0
800068,7.869301738017143e-11
800069,1.0
800070,0.026045838370919228
800071,8.798348062555306e-06
800072,1.0
800073,1.0
800074,1.0
800075,1.0
800076,0.00020253090769983828
800077,1.0
800078,1.0714695041010979e-22
800079,1.0
800080,1.0
800081,1.0
800082,1.0
800083,0.9999650716781616
800084,1.0
800085,0.8031338453292847
800086,1.0
800087,1.0
800088,1.0
800089,1.0
800090,1.0
800091,1.0
800092,1.0
800093,1.0
800094,1.0
800095,1.0
800096,1.0
800097,1.0
800098,1.0
800099,1.0
800100,1.0
800101,1.0
800102,1.0
800103,1.0
800104,1.0
800105,1.0
800106,1.0
800107,1.0
800108,1.0
800109,0.9699356555938721
800110,1.0
800111,1.0
800112,1.0
800113,1.0
800114,0.9999470710754395
800115,3.8167827381425907e-17
800116,1.0
800117,1.0
800118,1.0
800119,1.0
800120,1.0
800121,1.0
800122,1.0
800123,1.0
800124,0.999956488609314
800125,1.0
800126,4.841628651774954e-06
800127,1.0
800128,0.9999986886978149
800129,1.0
800130,1.0
800131,1.0
800132,1.0
800133,1.0
800134,1.0
800135,0.007486435119062662
800136,0.999911904335022
800137,1.0
800138,1.0
800139,1.0
800140,1.0
800141,1.0
800142,1.0
800143,1.0
800144,1.0
800145,1.0
800146,1.0
800147,1.0
800148,1.0
800149,1.0
800150,1.0
800151,1.0
800152,1.0
800153,0.2376379370689392
800154,1.0
800155,1.0
800156,1.0
800157,1.0
800158,1.0
800159,1.0
800160,1.0
800161,1.0
800162,1.0
800163,1.0
800164,1.0
800165,1.0
800166,0.9999969005584717
800167,1.0
800168,0.9999920129776001
800169,1.0
800170,1.0
800171,1.0
800172,1.0
800173,3.468534615080898e-08
800174,1.0
800175,1.0
800176,1.0
800177,1.0
800178,1.0
800179,2.0309140347793672e-20
800180,1.0
800181,1.0
800182,1.0
800183,1.0
800184,1.0
800185,0.5466100573539734
800186,0.0037540884222835302
800187,0.9999997615814209
800188,0.999998927116394
800189,1.0
800190,1.0
800191,1.0
800192,1.0
800193,1.0
800194,1.0
800195,1.0
800196,1.0
800197,1.0
800198,1.0
800199,0.9694841504096985
800200,1.0
800201,1.0
800202,1.0
800203,0.9932098984718323
800204,1.0
800205,1.0
800206,1.0
800207,1.0
800208,0.9997267127037048
800209,1.0
800210,0.004411377944052219
800211,1.0
800212,1.0
800213,1.0
800214,0.9999996423721313
800215,1.0
800216,1.0
800217,1.0
800218,8.397922734611057e-20
800219,1.0
800220,1.0
800221,1.0
800222,2.1064382876856413e-12
800223,1.0
800224,1.0
800225,1.0
800226,1.0
800227,1.0
800228,1.0
800229,1.0
800230,1.0
800231,1.0
800232,1.0
800233,1.0
800234,1.0
800235,1.0
800236,1.0
800237,1.0
800238,1.0
800239,2.6138263961721376e-23
800240,1.0
800241,1.0
800242,1.0
800243,0.012726926244795322
800244,6.757138257543382e-21
800245,1.0
800246,1.0
800247,9.860888272564582e-26
800248,1.0
800249,0.010533100925385952
800250,1.0
800251,1.0
800252,1.0
800253,1.0
800254,1.0
800255,1.0
800256,1.0
800257,1.0
800258,1.0
800259,1.0
800260,1.0
800261,1.0
800262,1.0
800263,1.0
800264,1.0
800265,3.074834603467025e-05
800266,1.0
800267,1.0
800268,1.0
800269,1.0
800270,1.0
800271,1.0
800272,1.0
800273,1.0
800274,1.0
800275,1.0
800276,1.0
800277,1.0
800278,1.0
800279,1.0
800280,1.0
800281,1.0
800282,1.0
800283,1.0
800284,1.0
800285,1.0
800286,1.0
800287,6.333553028525785e-05
800288,1.0
800289,1.0
800290,1.0
800291,0.9998123049736023
800292,1.0
800293,1.0
800294,1.0
800295,1.0
800296,1.0
800297,1.0
800298,0.9999998807907104
800299,1.0
800300,1.0
800301,1.0
800302,1.0
800303,1.0
800304,1.0
800305,1.0
800306,1.0
800307,1.0
800308,5.083421158835063e-37
800309,1.0
800310,1.0
800311,1.0
800312,1.0
800313,1.0
800314,1.0
800315,1.0
800316,1.0
800317,1.0
800318,1.0
800319,1.0
800320,1.0
800321,1.0
800322,1.0
800323,9.0287360920982e-12
800324,1.0
800325,1.0
800326,1.0
800327,1.0
800328,1.0
800329,1.0
800330,1.0
800331,1.0
800332,1.0
800333,0.9999997615814209
800334,1.0
800335,1.0
800336,1.0
800337,1.0
800338,1.0
800339,1.0
800340,1.0
800341,1.0
800342,1.0
800343,3.331713127607827e-09
800344,1.0
800345,1.0
800346,1.0
800347,1.0
800348,1.0
800349,1.0
800350,1.0
800351,1.0
800352,1.0
800353,1.0
800354,1.0
800355,1.0
800356,1.0
800357,1.0
800358,1.0
800359,1.0
800360,1.0
800361,6.899199419165975e-20
800362,1.0
800363,1.0
800364,1.0
800365,1.0
800366,1.0
800367,1.0
800368,1.0
800369,1.0
800370,1.0
800371,1.0
800372,1.0
800373,1.0
800374,1.0
800375,1.0
800376,1.0
800377,1.2565914531137423e-08
800378,1.0
800379,1.0
800380,1.0
800381,1.0
800382,1.0
800383,1.0
800384,0.9988034963607788
800385,1.0
800386,1.0
800387,1.0
800388,1.0
800389,1.0
800390,1.0
800391,1.0
800392,1.0
800393,1.0
800394,1.0
800395,1.0
800396,1.0
800397,1.0
800398,1.0
800399,1.0
800400,3.916807711501491e-10
800401,1.0
800402,0.7287384867668152
800403,1.0
800404,1.0
800405,1.0
800406,0.8656134605407715
800407,1.0
800408,1.0
800409,1.0
800410,0.7671476602554321
800411,1.0
800412,1.0
800413,1.0
800414,1.0
800415,1.0
800416,1.0
800417,1.0
800418,1.0
800419,1.0
800420,1.0
800421,1.0
800422,1.0
800423,1.0
800424,0.9992367029190063
800425,1.0
800426,1.2928511039511648e-10
800427,1.0
800428,1.0
800429,1.0
800430,1.0
800431,1.0
800432,1.0
800433,1.0
800434,1.0
800435,1.0
800436,1.0
800437,1.0
800438,1.0
800439,1.0
800440,1.0
800441,1.0
800442,1.0
800443,1.0
800444,1.0
800445,1.0
800446,1.0
800447,1.0
800448,1.0
800449,1.0
800450,1.0
800451,1.0
800452,1.0
800453,1.0
800454,1.0
800455,1.0
800456,1.7315402583983897e-11
800457,2.592857981653651e-07
800458,1.0
800459,1.0
800460,6.222556976354099e-07
800461,1.0
800462,2.9167609562049496e-28
800463,1.0
800464,2.864321843945583e-12
800465,1.0
800466,1.0
800467,1.0
800468,1.0
800469,1.0
800470,1.0
800471,1.0
800472,1.0
800473,1.0
800474,1.0
800475,1.0
800476,1.0
800477,1.0
800478,1.0
800479,1.0
800480,1.0
800481,0.9973025321960449
800482,3.0931088853408673e-12
800483,0.9828736186027527
800484,1.0
800485,1.0
800486,1.0
800487,1.0
800488,1.0
800489,1.0
800490,1.0
800491,1.0
800492,1.0
800493,1.0
800494,1.0
800495,1.0
800496,1.0
800497,1.0
800498,1.0
800499,1.0
800500,1.0
800501,1.0
800502,1.0
800503,1.0
800504,1.0
800505,1.0
800506,1.0
800507,1.0
800508,1.0
800509,6.554036861025712e-15
800510,1.0
800511,1.0
800512,1.0
800513,1.0
800514,1.0
800515,1.0
800516,1.0
800517,1.0
800518,1.0
800519,1.0
800520,1.0
800521,1.0
800522,1.0
800523,1.0
800524,0.9970460534095764
800525,1.0
800526,1.0
800527,0.1716618835926056
800528,1.0
800529,1.0
800530,1.0
800531,1.0
800532,1.0
800533,0.9997891783714294
800534,1.0
800535,1.0
800536,1.0
800537,1.0
800538,1.0
800539,1.0
800540,1.0
800541,1.0
800542,1.0
800543,1.0
800544,1.0
800545,1.0
800546,1.0
800547,1.0
800548,1.0
800549,0.9999994039535522
800550,1.0
800551,1.0
800552,0.0027610468678176403
800553,4.6914641416151426e-07
800554,1.0
800555,1.0
800556,1.0
800557,1.0
800558,1.0
800559,1.0
800560,1.0
800561,1.0
800562,1.0
800563,1.0
800564,1.0
800565,1.0
800566,1.0
800567,0.030049163848161697
800568,1.0
800569,1.0
800570,1.0
800571,0.050309740006923676
800572,1.0
800573,1.0
800574,1.4685704041728087e-10
800575,0.9999954700469971
800576,1.0
800577,1.0
800578,1.0
800579,1.0
800580,1.0
800581,1.0
800582,1.0
800583,0.9938446283340454
800584,1.0
800585,1.0
800586,1.0
800587,1.0
800588,1.0
800589,1.0
800590,1.0
800591,1.0
800592,0.9787307381629944
800593,1.0
800594,1.0
800595,1.0
800596,1.0
800597,1.0
800598,1.0
800599,1.0
800600,1.0
800601,1.0
800602,1.0
800603,1.0
800604,1.0
800605,1.0
800606,1.0
800607,1.0
800608,1.0
800609,1.0
800610,1.0
800611,1.0
800612,1.0
800613,0.9999974966049194
800614,1.0
800615,1.0
800616,1.0
800617,1.0
800618,1.0
800619,1.0
800620,1.0
800621,1.0
800622,1.0
800623,1.0
800624,1.0
800625,1.0
800626,1.0
800627,0.9999997615814209
800628,1.0
800629,1.0
800630,0.9819416999816895
800631,1.0
800632,1.0
800633,1.0
800634,1.0
800635,1.0
800636,1.0
800637,1.0
800638,1.0
800639,1.0
800640,1.0
800641,1.0
800642,1.0
800643,1.0
800644,1.0
800645,1.0
800646,1.0
800647,1.0
800648,1.0
800649,1.0
800650,1.0
800651,1.0
800652,1.0
800653,1.0
800654,1.0
800655,7.510439559155202e-07
800656,1.0
800657,1.0
800658,1.0
800659,1.0
800660,0.19043321907520294
800661,1.0
800662,1.0
800663,1.0
800664,1.0
800665,0.9999988079071045
800666,1.0
800667,2.708760035122649e-14
800668,1.0
800669,1.0
800670,1.0
800671,0.771216094493866
800672,1.4619048362813324e-14
800673,1.0
800674,1.0
800675,0.23894430696964264
800676,1.0
800677,1.0
800678,0.9998741149902344
800679,1.0
800680,1.0
800681,1.0
800682,1.0
800683,1.0
800684,1.0
800685,1.0
800686,1.0
800687,1.0
800688,1.0
800689,1.0
800690,1.0
800691,2.279219188494608e-06
800692,1.0
800693,1.0
800694,0.9999997615814209
800695,1.0
800696,1.0
800697,1.0
800698,1.0
800699,1.0
800700,1.0
800701,1.0
800702,1.0
800703,1.0
800704,1.0
800705,1.0
800706,1.0
800707,1.0
800708,1.0
800709,1.0
800710,1.0
800711,1.0
800712,1.0
800713,1.0
800714,1.0
800715,1.0
800716,1.0
800717,1.0
800718,1.0
800719,1.0
800720,1.0
800721,1.0
800722,1.0
800723,1.0
800724,1.0
800725,1.0
800726,1.0
800727,1.0
800728,1.0
800729,1.0
800730,1.0
800731,1.8301640203333136e-09
800732,1.0
800733,1.0
800734,1.0
800735,1.0
800736,1.0
800737,1.0
800738,1.0
800739,1.0
800740,1.0
800741,1.0
800742,1.0
800743,1.0
800744,1.0
800745,1.0
800746,1.0
800747,0.9999767541885376
800748,1.0
800749,1.0
800750,1.0
800751,1.0
800752,1.0
800753,1.0
800754,1.0
800755,4.146334019400691e-14
800756,1.0
800757,1.0
800758,1.0
800759,1.0
800760,1.0
800761,1.0805444724610236e-15
800762,1.0
800763,1.0
800764,1.0
800765,1.0
800766,1.0
800767,0.006300437729805708
800768,1.0
800769,1.0
800770,1.0
800771,1.0
800772,1.0
800773,1.0
800774,1.0
800775,1.0
800776,1.0
800777,1.0
800778,1.0
800779,4.299624656312062e-09
800780,1.0
800781,1.0
800782,1.0
800783,1.0
800784,1.0
800785,1.0
800786,0.011995109729468822
800787,1.0
800788,1.0
800789,1.0
800790,1.0
800791,1.0
800792,1.0
800793,1.0
800794,1.0
800795,1.0
800796,1.0
800797,1.0
800798,1.0
800799,1.0
800800,1.0
800801,1.0
800802,1.0
800803,0.9999986886978149
800804,2.564686667483329e-07
800805,1.0
800806,1.0
800807,1.0
800808,1.0
800809,1.0
800810,1.0
800811,0.00023525198048446327
800812,1.0
800813,1.0
800814,1.0
800815,1.0
800816,1.0
800817,1.0
800818,2.0146645563219031e-19
800819,0.9999980926513672
800820,1.0
800821,1.0
800822,1.0
800823,1.0
800824,1.0
800825,1.0
800826,1.0
800827,1.0
800828,1.0
800829,1.0
800830,1.0
800831,1.0
800832,1.0
800833,1.0
800834,1.0
800835,1.0
800836,1.0
800837,7.069887431043753e-08
800838,1.0
800839,1.0
800840,1.0
800841,0.0007984095718711615
800842,1.0
800843,0.9331282377243042
800844,1.0
800845,1.0
800846,1.0
800847,1.0
800848,1.0
800849,1.0
800850,1.0
800851,1.0
800852,1.0
800853,0.9999383687973022
800854,1.0
800855,0.9449329376220703
800856,1.0
800857,2.7024257397839646e-12
800858,1.0
800859,1.0
800860,1.0
800861,1.0
800862,1.0
800863,1.0
800864,1.0
800865,1.0
800866,6.006088282831589e-16
800867,1.0
800868,1.0
800869,1.0
800870,1.0
800871,1.0
800872,1.0
800873,1.0
800874,1.0
800875,1.0
800876,1.0
800877,1.0
800878,1.0
800879,1.0
800880,1.0
800881,1.0
800882,1.0
800883,1.0
800884,1.0
800885,1.0
800886,1.0
800887,1.0
800888,2.105424963800814e-17
800889,1.0
800890,1.0
800891,1.0
800892,1.346382722108505e-13
800893,1.0
800894,1.0
800895,1.0
800896,0.023931285366415977
800897,1.0
800898,1.0
800899,0.6316209435462952
800900,3.791225666738285e-11
800901,0.9999992847442627
800902,1.0
800903,1.0
800904,4.746250680850724e-28
800905,1.0
800906,0.001012123073451221
800907,1.0
800908,1.0
800909,1.0
800910,1.0
800911,1.0
800912,1.0
800913,1.0
800914,1.0
800915,1.0
800916,1.0
800917,1.0
800918,1.0
800919,1.0
800920,1.0
800921,1.0
800922,1.0
800923,1.0
800924,1.0
800925,0.02854851447045803
800926,1.0501596337322838e-12
800927,1.0
800928,1.0
800929,1.0
800930,1.0
800931,1.0
800932,1.0
800933,1.0
800934,1.0
800935,1.0
800936,1.0
800937,1.0
800938,1.0
800939,1.0
800940,1.0
800941,1.0
800942,0.9999765157699585
800943,1.0
800944,1.0
800945,0.9239518642425537
800946,1.0
800947,1.0
800948,1.0
800949,1.0
800950,1.0
800951,1.0
800952,1.0
800953,1.0
800954,1.0
800955,1.0
800956,1.0
800957,1.0
800958,1.0
800959,1.0
800960,1.0
800961,1.0
800962,1.0
800963,1.0
800964,1.0
800965,1.0
800966,1.0
800967,0.02148899808526039
800968,1.0
800969,0.9083791375160217
800970,1.0
800971,1.1501991821205593e-06
800972,1.0
800973,1.0
800974,1.0
800975,1.0
800976,1.0
800977,1.0
800978,1.0
800979,0.0001409822580171749
800980,1.0
800981,1.0
800982,0.9999957084655762
800983,1.0
800984,0.9999995231628418
800985,1.072748877575802e-12
800986,1.0
800987,1.0
800988,1.0
800989,1.0
800990,3.097758438652676e-10
800991,1.0
800992,1.0
800993,1.0
800994,6.73261808771551e-21
800995,1.0
800996,2.8610395972042033e-16
800997,1.0
800998,1.0
800999,1.0
801000,1.0
801001,1.0
801002,1.0
801003,1.0
801004,1.0
801005,1.0
801006,1.0
801007,1.0
801008,1.0
801009,1.0
801010,0.9992365837097168
801011,1.0
801012,1.0
801013,1.0
801014,1.0
801015,6.65224186846558e-09
801016,1.0
801017,1.0
801018,1.0
801019,0.0008884468115866184
801020,1.0
801021,1.0
801022,1.0
801023,1.0
801024,7.747554805899812e-25
801025,1.0
801026,1.0
801027,1.0
801028,1.0
801029,1.0
801030,1.0
801031,1.0
801032,1.0
801033,1.0
801034,1.0
801035,1.0
801036,1.0
801037,1.0
801038,1.0
801039,1.0
801040,4.0951132594538656e-14
801041,1.0
801042,1.0
801043,1.0
801044,1.0
801045,3.82129914428713e-17
801046,1.0
801047,1.0
801048,0.9971067309379578
801049,1.0
801050,6.4167338977016986e-12
801051,1.0
801052,1.0
801053,1.0
801054,1.0
801055,0.05812057852745056
801056,1.0
801057,1.0
801058,0.4900699555873871
801059,1.0
801060,1.0
801061,1.0
801062,1.0
801063,1.0
801064,0.9999805688858032
801065,1.0
801066,1.0
801067,1.5330550162673262e-09
801068,1.0
801069,1.0
801070,1.0
801071,0.9999995231628418
801072,1.0
801073,1.390804982293048e-07
801074,1.0
801075,1.0
801076,1.0
801077,1.0
801078,1.0
801079,1.0
801080,6.386632776411716e-06
801081,1.0
801082,1.0
801083,1.0
801084,1.0
801085,1.0
801086,1.0
801087,1.0
801088,1.0
801089,1.0
801090,1.0
801091,1.0
801092,1.0
801093,1.0
801094,0.040399085730314255
801095,0.9982084035873413
801096,0.9854745864868164
801097,1.0
801098,1.0
801099,1.0
801100,1.0
801101,1.0
801102,1.0
801103,1.0
801104,1.0
801105,1.0
801106,1.0
801107,3.006635794144578e-39
801108,1.0
801109,1.0
801110,1.0
801111,1.0
801112,1.0
801113,1.0
801114,0.9999970197677612
801115,1.0
801116,1.0
801117,1.0
801118,1.0
801119,1.0
801120,1.0
801121,1.0
801122,0.9999889135360718
801123,1.0
801124,1.0
801125,0.9999998807907104
801126,1.0
801127,1.0
801128,1.0
801129,1.0
801130,1.0
801131,1.0
801132,1.0
801133,1.0
801134,1.0
801135,1.0
801136,1.0
801137,1.0
801138,1.0
801139,1.0
801140,1.0
801141,1.0
801142,1.0
801143,1.0
801144,1.0
801145,1.0
801146,1.0
801147,1.0
801148,1.0
801149,1.0
801150,1.0
801151,1.0
801152,1.0
801153,1.0
801154,1.0
801155,2.4569003515689802e-12
801156,1.0
801157,1.0
801158,1.0
801159,1.0
801160,1.0
801161,1.0
801162,1.0
801163,1.0
801164,1.0
801165,9.841071679275554e-36
801166,1.0
801167,1.0
801168,1.0
801169,2.5057840247200147e-08
801170,1.0
801171,1.0
801172,1.0
801173,1.0
801174,1.0
801175,1.0
801176,1.0
801177,1.0
801178,1.0
801179,1.0
801180,1.0
801181,1.0
801182,1.0
801183,1.0
801184,1.0
801185,0.7427629232406616
801186,1.0
801187,1.0
801188,1.0
801189,1.0
801190,1.0
801191,1.0
801192,0.9999996423721313
801193,1.0
801194,1.0
801195,1.0
801196,1.0
801197,1.0
801198,1.0
801199,1.0
801200,1.0
801201,1.0
801202,1.0
801203,1.0
801204,1.0
801205,1.0
801206,1.0
801207,1.0
801208,1.0
801209,1.0
801210,1.0
801211,8.533130646526388e-09
801212,1.0
801213,1.0
801214,1.0
801215,1.0
801216,1.0
801217,0.999998927116394
801218,1.0
801219,1.0
801220,0.9999697208404541
801221,6.295780394793837e-07
801222,1.0
801223,1.0
801224,1.0
801225,1.0
801226,1.0
801227,1.0
801228,1.0
801229,1.0
801230,1.0
801231,1.0
801232,1.0
801233,1.0
801234,1.0
801235,1.0
801236,1.0
801237,1.0
801238,1.0
801239,1.0
801240,1.0
801241,1.0
801242,1.0
801243,1.0
801244,1.0
801245,1.0
801246,1.0
801247,1.1506440765474135e-11
801248,1.0
801249,1.1888386670888903e-16
801250,1.0
801251,1.0
801252,1.0
801253,1.0
801254,1.0
801255,1.0
801256,1.0
801257,1.0
801258,1.0
801259,1.0
801260,1.0
801261,1.0
801262,1.0
801263,1.0
801264,1.0
801265,1.0
801266,1.0
801267,1.0
801268,1.0
801269,4.937501755651781e-14
801270,1.0
801271,1.0
801272,1.0
801273,1.0
801274,1.0
801275,1.0
801276,1.0
801277,1.0
801278,1.0
801279,1.0
801280,1.0
801281,1.0
801282,0.9714028835296631
801283,1.0
801284,1.0
801285,0.9999998807907104
801286,1.0
801287,1.0
801288,1.0
801289,1.0
801290,1.0
801291,1.0
801292,1.0
801293,0.5735204219818115
801294,1.0
801295,1.0
801296,0.9999979734420776
801297,1.0
801298,1.0
801299,1.0
801300,1.0
801301,1.0
801302,1.0
801303,1.0
801304,1.0
801305,1.606079491622836e-09
801306,1.0
801307,0.9999992847442627
801308,1.0
801309,1.0
801310,1.0
801311,1.0
801312,1.0
801313,1.0
801314,1.0
801315,0.9999934434890747
801316,1.0
801317,1.0
801318,1.0
801319,1.2009576266791555e-06
801320,1.0
801321,2.2057307408654935e-20
801322,1.0
801323,0.0007240828708745539
801324,1.0
801325,1.0
801326,1.0
801327,1.0
801328,1.0
801329,1.0
801330,1.0
801331,1.0
801332,1.0
801333,1.0
801334,0.9830943942070007
801335,1.0
801336,1.0
801337,1.0
801338,1.0
801339,1.404630898313764e-16
801340,1.0
801341,1.0
801342,1.0
801343,1.0
801344,1.0
801345,1.0
801346,1.0
801347,1.0
801348,1.0
801349,1.0
801350,1.0
801351,1.0
801352,0.9999266862869263
801353,1.0
801354,1.0
801355,1.0
801356,1.0
801357,1.0
801358,1.0
801359,1.0
801360,1.0
801361,1.0
801362,1.0
801363,1.0
801364,1.0
801365,1.0
801366,1.0
801367,1.0
801368,1.0
801369,1.0
801370,1.0
801371,1.0
801372,1.0
801373,1.0
801374,1.0
801375,1.0
801376,1.0
801377,0.19194689393043518
801378,1.0
801379,1.0
801380,1.0
801381,1.0
801382,1.0
801383,1.0
801384,1.0
801385,1.0
801386,1.0
801387,1.0
801388,1.0
801389,1.0
801390,1.0
801391,1.0
801392,1.0
801393,1.0
801394,1.0
801395,1.0
801396,1.7313750788616744e-07
801397,1.0
801398,1.0
801399,1.0
801400,5.7074117307619314e-27
801401,1.0
801402,1.0
801403,1.0
801404,1.0
801405,1.0
801406,6.73017405694587e-11
801407,1.0
801408,1.0
801409,1.0
801410,1.0
801411,1.0
801412,1.0
801413,1.0
801414,1.0
801415,1.0
801416,0.0007362611358985305
801417,1.0
801418,1.0
801419,1.0
801420,1.0
801421,1.0
801422,0.15142588317394257
801423,0.002926268381997943
801424,1.0
801425,1.0
801426,1.0
801427,0.2765159010887146
801428,1.0
801429,1.0
801430,0.0004039659397676587
801431,1.0
801432,1.0
801433,1.0
801434,1.0
801435,1.0
801436,1.0
801437,1.0
801438,1.0
801439,1.0
801440,1.0
801441,1.0
801442,1.0
801443,1.0
801444,1.0
801445,1.0
801446,1.0
801447,1.0
801448,1.0
801449,1.0
801450,1.0
801451,1.0
801452,1.0
801453,1.0
801454,1.0
801455,1.0
801456,1.0
801457,1.0
801458,0.0003043691685888916
801459,1.0
801460,1.0
801461,1.0
801462,0.9999990463256836
801463,1.0
801464,1.0
801465,1.0
801466,1.0
801467,0.7673210501670837
801468,1.0
801469,1.0
801470,0.0005863268161192536
801471,1.0
801472,1.0
801473,1.0
801474,3.426453622523695e-05
801475,1.0
801476,0.9999724626541138
801477,1.0
801478,1.0
801479,1.0
801480,1.0
801481,0.9979211688041687
801482,1.0
801483,1.0
801484,1.6362540274319743e-21
801485,0.9999840259552002
801486,1.0
801487,1.0
801488,1.0
801489,1.0
801490,1.0
801491,1.0
801492,1.9730665371753275e-05
801493,0.029892396181821823
801494,0.9994701743125916
801495,1.0
801496,5.980894103339662e-23
801497,1.0
801498,1.0
801499,1.0
801500,1.0
801501,0.9989123344421387
801502,1.0
801503,1.0
801504,1.0
801505,1.0
801506,1.0
801507,1.0930977900613925e-08
801508,1.0
801509,1.0
801510,1.0
801511,1.0
801512,1.0
801513,1.0
801514,1.0
801515,1.0
801516,1.0
801517,1.0
801518,1.0
801519,1.0
801520,0.9999955892562866
801521,0.03415698930621147
801522,1.0
801523,1.0
801524,1.0
801525,1.0
801526,1.0
801527,1.0
801528,4.172850953665375e-09
801529,1.0
801530,1.0
801531,1.0
801532,1.0
801533,1.0
801534,1.0
801535,1.0
801536,1.0
801537,1.0
801538,1.0
801539,1.0
801540,1.0
801541,1.0
801542,0.999298095703125
801543,1.0
801544,1.0
801545,1.0
801546,1.0
801547,0.5853000283241272
801548,1.0
801549,1.0
801550,1.0
801551,1.0
801552,1.6387274870410806e-10
801553,3.4458229603018253e-09
801554,1.0
801555,1.0
801556,1.093053536571631e-09
801557,1.0
801558,1.0
801559,1.0
801560,1.0
801561,1.0
801562,0.03216715529561043
801563,1.0
801564,1.0
801565,1.0
801566,1.0
801567,2.460372631422626e-18
801568,0.9992228746414185
801569,1.0
801570,1.0
801571,1.2780452379956841e-05
801572,1.0
801573,1.0
801574,1.0
801575,1.0
801576,1.0
801577,0.999998927116394
801578,1.0
801579,1.0
801580,1.0
801581,1.0
801582,1.0
801583,1.0
801584,1.0
801585,3.940319251438673e-11
801586,3.9689796033387135e-16
801587,1.0
801588,1.0
801589,1.0
801590,1.0
801591,1.0
801592,1.0
801593,1.0
801594,1.0
801595,1.0
801596,0.9998927116394043
801597,1.0
801598,1.0
801599,1.0
801600,1.0
801601,1.0
801602,1.0
801603,1.0
801604,1.0
801605,1.0
801606,1.0
801607,1.0
801608,1.0
801609,0.9998646974563599
801610,1.0
801611,1.0
801612,1.0
801613,1.0
801614,1.0
801615,1.0
801616,1.0
801617,1.0
801618,1.0
801619,1.0
801620,1.0
801621,1.0
801622,0.9998990297317505
801623,1.0
801624,1.0
801625,1.0
801626,1.0
801627,1.0
801628,1.0
801629,1.0
801630,1.0
801631,1.0
801632,1.0
801633,1.0
801634,1.0
801635,1.0
801636,1.0
801637,1.0
801638,1.0
801639,1.0
801640,1.0
801641,1.0
801642,1.0
801643,0.9030483961105347
801644,0.9999942779541016
801645,1.0
801646,0.9999051094055176
801647,1.8013544107413178e-23
801648,1.0
801649,1.0
801650,1.0
801651,0.999997615814209
801652,1.0
801653,1.0
801654,1.0
801655,1.0
801656,1.0
801657,1.0
801658,1.0
801659,1.0
801660,1.0
801661,1.0
801662,0.3410581648349762
801663,1.0
801664,1.0
801665,1.0
801666,1.0
801667,1.0
801668,1.0
801669,1.0
801670,1.0
801671,1.0
801672,1.0
801673,1.0
801674,1.0
801675,1.0
801676,1.0
801677,1.0
801678,1.0
801679,1.0
801680,1.0
801681,0.9999997615814209
801682,0.6989727020263672
801683,1.0
801684,1.0
801685,1.0
801686,1.0
801687,1.0
801688,1.0
801689,1.5933823704905592e-10
801690,1.0
801691,1.0
801692,1.0
801693,4.721200998857637e-22
801694,1.0
801695,1.0
801696,1.0
801697,1.0
801698,1.0
801699,0.02245265804231167
801700,1.0
801701,1.0
801702,1.0
